ID_ESCOLA,TX_RESP_Q019_F,TX_RESP_Q023_F,TX_RESP_Q013_C,TX_RESP_Q012_C,TX_RESP_Q014_C,IN_LABORATORIO_CIENCIAS,TX_RESP_Q012_B,IN_COMUM_EJA_FUND,IN_EJA,TX_RESP_Q042_B,TX_RESP_Q041_C,IN_COMUM_FUND_AF,TX_RESP_Q042_C,TX_RESP_Q004_F,TX_RESP_Q004_H,TX_RESP_Q004_G,IDEB 2017,Classe-IDEB
26106582,0.0,2.0,2.0,1.0,6.0,0.0,8.0,1.0,1.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,2.8,Abaixo da média
26106612,1.0,2.0,6.0,3.0,14.0,0.0,16.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.5,Abaixo da média
26106698,0.0,0.0,1.0,2.0,10.0,0.0,14.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,3.6,Abaixo da média
26106957,10.0,2.0,4.0,4.0,24.0,0.0,29.0,0.0,1.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,4.3,Acima da média
26107074,0.0,1.0,4.0,1.0,9.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.3,Abaixo da média
26137149,2.0,3.0,4.0,1.0,8.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,Acima da média
26014564,4.0,3.0,2.0,4.0,12.0,1.0,24.0,0.0,1.0,14.0,7.0,1.0,2.0,6.0,0.0,2.0,3.9,Abaixo da média
26014670,9.0,7.0,9.0,6.0,21.0,1.0,17.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,4.9,Acima da média
26187566,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,3.0,2.0,2.8,Abaixo da média
26081849,4.0,4.0,1.0,3.0,29.0,1.0,36.0,0.0,1.0,7.0,10.0,0.0,0.0,2.0,1.0,1.0,3.8,Abaixo da média
26096358,4.0,0.0,1.0,0.0,8.0,0.0,9.0,1.0,1.0,5.0,2.0,0.0,1.0,5.0,2.0,0.0,3.3,Abaixo da média
26049562,9.0,1.0,4.0,4.0,17.0,0.0,25.0,0.0,0.0,7.0,10.0,0.0,0.0,7.0,1.0,4.0,4.2,Acima da média
26086905,12.0,3.0,6.0,8.0,37.0,0.0,24.0,0.0,0.0,7.0,8.0,0.0,1.0,5.0,0.0,2.0,4.6,Acima da média
26087022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.5,Abaixo da média
26082020,1.0,2.0,4.0,2.0,18.0,0.0,25.0,1.0,1.0,14.0,27.0,1.0,11.0,13.0,15.0,5.0,3.3,Abaixo da média
26082179,6.0,3.0,5.0,6.0,21.0,1.0,22.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,0.0,0.0,4.8,Acima da média
26097117,12.0,8.0,3.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,4.5,Acima da média
26097249,1.0,1.0,1.0,0.0,5.0,0.0,8.0,1.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,2.0,3.9,Abaixo da média
26071924,5.0,2.0,2.0,1.0,22.0,0.0,19.0,0.0,1.0,13.0,14.0,0.0,1.0,5.0,6.0,4.0,3.7,Abaixo da média
26000024,3.0,2.0,1.0,3.0,11.0,1.0,17.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.8,Acima da média
26000636,3.0,1.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,4.0,7.0,1.0,0.0,3.0,1.0,3.0,3.4,Abaixo da média
26000741,3.0,2.0,5.0,0.0,15.0,1.0,31.0,1.0,1.0,8.0,3.0,1.0,3.0,8.0,0.0,1.0,4.0,Média
26000792,0.0,0.0,2.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,3.4,Abaixo da média
26001225,4.0,0.0,3.0,1.0,3.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.1,Acima da média
26001594,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3.6,Abaixo da média
26001624,2.0,0.0,1.0,1.0,4.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,3.7,Abaixo da média
26001896,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.2,Abaixo da média
26179474,32.0,14.0,17.0,13.0,45.0,0.0,41.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,5.4,Acima da média
26024721,5.0,2.0,3.0,2.0,15.0,0.0,29.0,1.0,1.0,22.0,19.0,1.0,4.0,10.0,8.0,4.0,3.5,Abaixo da média
26024730,12.0,7.0,8.0,4.0,30.0,1.0,41.0,0.0,0.0,8.0,15.0,0.0,2.0,3.0,1.0,0.0,4.4,Acima da média
26024764,3.0,2.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,6.0,11.0,1.0,4.0,5.0,1.0,3.0,3.8,Abaixo da média
26024802,4.0,2.0,3.0,5.0,14.0,1.0,22.0,1.0,1.0,11.0,8.0,1.0,4.0,6.0,9.0,3.0,3.8,Abaixo da média
26097354,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.1,Abaixo da média
26097370,0.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,5.0,10.0,1.0,2.0,7.0,2.0,2.0,2.7,Abaixo da média
26038935,3.0,0.0,0.0,0.0,5.0,0.0,7.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,0.0,3.4,Abaixo da média
26139120,1.0,1.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,4.0,Média
26050102,2.0,1.0,1.0,0.0,5.0,0.0,15.0,0.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,Acima da média
26051176,3.0,0.0,2.0,1.0,9.0,1.0,18.0,0.0,1.0,4.0,17.0,1.0,3.0,11.0,1.0,1.0,3.9,Abaixo da média
26051702,1.0,1.0,1.0,0.0,3.0,0.0,8.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,8.0,1.0,3.5,Abaixo da média
26051737,1.0,4.0,2.0,3.0,21.0,0.0,32.0,0.0,0.0,19.0,21.0,1.0,3.0,11.0,3.0,4.0,3.7,Abaixo da média
26051761,1.0,2.0,1.0,0.0,9.0,0.0,13.0,0.0,0.0,2.0,8.0,1.0,1.0,6.0,2.0,1.0,3.5,Abaixo da média
26185725,2.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.3,Abaixo da média
26072254,15.0,4.0,7.0,4.0,26.0,1.0,31.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,4.3,Acima da média
26067552,2.0,2.0,2.0,3.0,13.0,0.0,12.0,0.0,0.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,3.8,Abaixo da média
26083566,0.0,0.0,0.0,1.0,3.0,0.0,10.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,3.8,Abaixo da média
26015315,3.0,3.0,3.0,3.0,5.0,0.0,9.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.3,Acima da média
26087375,3.0,2.0,2.0,1.0,5.0,0.0,12.0,1.0,1.0,7.0,4.0,0.0,2.0,6.0,1.0,1.0,3.1,Abaixo da média
26087529,3.0,0.0,3.0,1.0,9.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,3.7,Abaixo da média
26046040,3.0,4.0,3.0,3.0,13.0,1.0,36.0,1.0,1.0,29.0,29.0,1.0,10.0,32.0,27.0,8.0,3.4,Abaixo da média
26129922,13.0,8.0,12.0,6.0,68.0,0.0,80.0,1.0,1.0,10.0,17.0,1.0,6.0,17.0,5.0,3.0,4.1,Acima da média
26130114,12.0,9.0,13.0,9.0,54.0,1.0,59.0,0.0,0.0,4.0,7.0,0.0,1.0,2.0,0.0,1.0,4.8,Acima da média
26032082,1.0,2.0,4.0,4.0,16.0,0.0,14.0,1.0,1.0,10.0,9.0,1.0,3.0,0.0,4.0,2.0,3.3,Abaixo da média
26107546,1.0,2.0,3.0,1.0,10.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.9,Abaixo da média
26107562,4.0,1.0,4.0,1.0,9.0,0.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.2,Acima da média
26107570,0.0,2.0,4.0,1.0,11.0,0.0,12.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,4.5,Acima da média
26107600,11.0,4.0,10.0,8.0,51.0,0.0,41.0,1.0,1.0,12.0,12.0,1.0,2.0,6.0,2.0,1.0,4.2,Acima da média
26107678,26.0,15.0,30.0,16.0,65.0,1.0,66.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,4.6,Acima da média
26107961,1.0,0.0,4.0,0.0,13.0,0.0,8.0,1.0,1.0,9.0,18.0,1.0,4.0,7.0,4.0,4.0,3.8,Abaixo da média
26107996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.4,Acima da média
26108046,0.0,0.0,2.0,0.0,7.0,0.0,13.0,1.0,1.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,4.1,Acima da média
26108275,0.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,3.7,Abaixo da média
26165112,2.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,8.0,10.0,1.0,1.0,3.0,2.0,1.0,3.1,Abaixo da média
26087715,9.0,1.0,1.0,1.0,9.0,0.0,17.0,0.0,1.0,1.0,7.0,0.0,1.0,5.0,1.0,1.0,3.5,Abaixo da média
26016010,0.0,1.0,2.0,1.0,5.0,1.0,12.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,3.4,Abaixo da média
26016028,17.0,2.0,5.0,2.0,16.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,Acima da média
26040280,15.0,3.0,3.0,5.0,12.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,4.5,Acima da média
26087910,9.0,8.0,16.0,3.0,52.0,1.0,52.0,0.0,1.0,11.0,14.0,0.0,1.0,8.0,0.0,1.0,4.3,Acima da média
26087928,11.0,1.0,5.0,4.0,33.0,1.0,26.0,0.0,1.0,4.0,10.0,1.0,2.0,4.0,1.0,2.0,4.2,Acima da média
26088134,2.0,0.0,4.0,1.0,22.0,1.0,13.0,1.0,1.0,3.0,10.0,1.0,0.0,5.0,4.0,1.0,3.5,Abaixo da média
26088258,14.0,6.0,9.0,7.0,27.0,1.0,29.0,0.0,0.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,4.1,Acima da média
26088282,16.0,7.0,8.0,6.0,55.0,1.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.8,Acima da média
26054060,4.0,2.0,6.0,3.0,19.0,0.0,27.0,0.0,0.0,22.0,19.0,0.0,2.0,11.0,7.0,3.0,3.4,Abaixo da média
26054140,10.0,6.0,14.0,7.0,57.0,0.0,56.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.6,Acima da média
26054809,8.0,1.0,13.0,0.0,34.0,0.0,45.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,Acima da média
26054876,14.0,4.0,16.0,9.0,89.0,0.0,110.0,0.0,0.0,38.0,37.0,0.0,6.0,22.0,10.0,6.0,4.2,Acima da média
26054884,4.0,2.0,3.0,1.0,13.0,0.0,21.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,4.2,Acima da média
26055082,5.0,4.0,11.0,3.0,29.0,1.0,31.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,4.8,Acima da média
26098482,26.0,15.0,16.0,6.0,42.0,1.0,54.0,0.0,0.0,6.0,8.0,0.0,2.0,4.0,0.0,0.0,4.1,Acima da média
26009315,15.0,4.0,5.0,7.0,18.0,0.0,14.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,4.7,Acima da média
26009323,0.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,7.0,11.0,1.0,4.0,2.0,8.0,3.0,3.1,Abaixo da média
26088533,2.0,3.0,2.0,2.0,22.0,0.0,11.0,0.0,1.0,11.0,23.0,1.0,2.0,13.0,8.0,5.0,3.2,Abaixo da média
26098822,7.0,6.0,7.0,2.0,32.0,1.0,38.0,0.0,1.0,2.0,4.0,0.0,1.0,8.0,0.0,1.0,4.1,Acima da média
26067803,21.0,1.0,6.0,2.0,29.0,1.0,40.0,0.0,1.0,4.0,5.0,0.0,2.0,9.0,0.0,3.0,4.4,Acima da média
26084201,8.0,1.0,8.0,3.0,28.0,1.0,34.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,Acima da média
26025981,6.0,1.0,3.0,3.0,18.0,1.0,29.0,0.0,0.0,13.0,24.0,1.0,4.0,13.0,9.0,4.0,3.2,Abaixo da média
26026627,47.0,13.0,20.0,7.0,64.0,1.0,72.0,0.0,0.0,6.0,6.0,0.0,3.0,2.0,0.0,0.0,4.7,Acima da média
26181649,9.0,2.0,1.0,2.0,4.0,1.0,15.0,1.0,1.0,7.0,5.0,1.0,1.0,10.0,3.0,4.0,3.9,Abaixo da média
26033089,3.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,4.6,Acima da média
26033356,13.0,5.0,10.0,4.0,24.0,1.0,43.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.9,Acima da média
26099322,5.0,0.0,4.0,2.0,15.0,0.0,22.0,0.0,1.0,6.0,10.0,1.0,0.0,8.0,4.0,1.0,3.3,Abaixo da média
26099365,1.0,0.0,2.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.2,Abaixo da média
26099489,20.0,5.0,10.0,3.0,30.0,1.0,29.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,3.7,Abaixo da média
26003066,31.0,9.0,9.0,5.0,37.0,1.0,52.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,1.0,4.4,Acima da média
26003210,7.0,1.0,2.0,2.0,15.0,0.0,35.0,1.0,1.0,14.0,16.0,1.0,7.0,12.0,10.0,10.0,3.6,Abaixo da média
26003821,3.0,2.0,0.0,0.0,5.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.8,Abaixo da média
26068508,3.0,1.0,1.0,1.0,11.0,0.0,20.0,0.0,0.0,5.0,21.0,1.0,0.0,12.0,3.0,3.0,3.9,Abaixo da média
26132001,3.0,2.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.4,Acima da média
26088606,4.0,3.0,1.0,2.0,9.0,0.0,12.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,0.0,2.0,3.8,Abaixo da média
26016540,10.0,1.0,0.0,1.0,5.0,0.0,20.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,4.8,Acima da média
26016729,3.0,0.0,0.0,1.0,5.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,Acima da média
26133974,9.0,2.0,4.0,5.0,13.0,0.0,24.0,1.0,1.0,6.0,13.0,1.0,2.0,7.0,2.0,4.0,4.0,Média
26040972,7.0,3.0,4.0,2.0,11.0,0.0,14.0,1.0,1.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,3.9,Abaixo da média
26041200,2.0,0.0,2.0,1.0,4.0,0.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,0.0,1.0,3.4,Abaixo da média
26063522,2.0,0.0,3.0,2.0,16.0,0.0,29.0,0.0,0.0,16.0,10.0,0.0,4.0,5.0,8.0,4.0,4.4,Acima da média
26063530,3.0,3.0,3.0,0.0,9.0,0.0,22.0,0.0,0.0,3.0,7.0,1.0,2.0,0.0,2.0,0.0,4.5,Acima da média
26075970,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.7,Abaixo da média
26076047,2.0,2.0,2.0,0.0,8.0,0.0,19.0,1.0,1.0,4.0,4.0,1.0,0.0,5.0,0.0,1.0,4.0,Média
26132230,20.0,11.0,26.0,6.0,49.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.4,Acima da média
26093570,13.0,5.0,3.0,2.0,26.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,Acima da média
26088851,7.0,3.0,5.0,2.0,19.0,1.0,12.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,4.3,Acima da média
26088886,19.0,9.0,12.0,9.0,39.0,0.0,56.0,0.0,0.0,13.0,18.0,0.0,4.0,5.0,5.0,3.0,3.4,Abaixo da média
26089424,7.0,2.0,4.0,2.0,23.0,1.0,17.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,3.6,Abaixo da média
26004453,2.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,1.0,1.0,3.5,Abaixo da média
26056623,4.0,4.0,5.0,2.0,29.0,0.0,49.0,0.0,1.0,27.0,44.0,0.0,11.0,28.0,16.0,10.0,3.7,Abaixo da média
26027828,15.0,5.0,6.0,8.0,17.0,0.0,23.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,4.4,Acima da média
26027836,1.0,0.0,1.0,0.0,5.0,0.0,16.0,0.0,0.0,12.0,9.0,1.0,4.0,10.0,6.0,3.0,4.4,Acima da média
26084317,3.0,2.0,0.0,1.0,4.0,0.0,11.0,0.0,1.0,4.0,8.0,0.0,0.0,4.0,1.0,3.0,3.7,Abaixo da média
26105195,1.0,4.0,8.0,7.0,33.0,1.0,42.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.7,Acima da média
26105519,18.0,13.0,21.0,6.0,97.0,1.0,93.0,1.0,1.0,15.0,33.0,1.0,6.0,8.0,7.0,1.0,3.6,Abaixo da média
